Date,AAPL,ADBE,AMD,AMZN,BRK,CVX,DIS,GOOGL,INTC,JNJ,KO,MA,META,MSFT,NFLX,NVDA,PG,TSLA,V,XOM
2021-12-02,-0.006129756630454675,0.022010617422917322,0.01052913956139756,-0.0018468400450674105,0.014872727272727149,0.027118644067796627,0.035525852972212224,0.013573056649521575,0.01851851851851838,-0.006262651821862364,0.014722753346080308,0.0454486091158417,-0.0006761107533806987,-0.001787445467765325,-0.0021043430402899466,0.021981867345315598,0.005874316939890711,-0.009497716894977248,0.042753470761464074,0.024920555276802148
2021-12-03,-0.011724474841230959,-0.08238078228255052,-0.04426599415980892,-0.01383910908371544,-0.00594790211043017,-0.006340107694980057,-0.0066576086956521285,-0.00674635927423306,-0.005050505050505083,0.014577630657584884,0.008856227623893043,0.005965021861336739,-0.011437224137375579,-0.019666757716470973,-0.023261472577741027,-0.04460561538940422,0.017791661007741544,-0.06419878296146031,-0.009934943769226878,-0.006364229765013052
2021-12-06,0.021502718734552673,0.008937115793229866,-0.03437261301298511,0.011086232480478131,0.014237825757848821,0.015645485534481196,0.02838189030228433,0.008123153628658786,0.035329949238578795,0.02233655414732083,0.025588345162495196,0.034832821085964305,0.03594707339329961,0.009844896442834594,0.017537741019381325,-0.021372951487309777,0.015145449693087842,-0.005872094741716571,0.032396088019559954,0.011331910001642242
2021-12-07,0.035446406968304034,0.044884573339335265,0.041636703581187984,0.027986473593454964,0.012758547160423683,0.014802065404474929,0.002926115581565414,0.02874157381858833,0.03098646793488924,0.0025776359396096904,0.005463485703879112,0.018540185401854092,0.015540944411237323,0.02676354272050041,0.021038371770389475,0.07956853214368942,-0.0026289845547158297,0.04235835125519083,0.02313992500493378,0.011204936667749354
2021-12-08,0.022783035401331864,0.004831066527170913,0.002692440455643874,-3.68973317552701e-05,-0.004386426641400876,0.004494572591587476,0.016776075857038775,0.006226679658720924,-0.01559824995244441,0.005999020568070446,-0.003803658757471462,0.00833554239934009,0.024007930361513052,0.00014928938253921942,0.003996291441542343,-0.01853393776790946,0.004481054365733206,0.016363204183503788,0.00781212325794467,0.0028906375461699163
2021-12-09,-0.002970070824765858,-0.03143469606492111,-0.04916001101624912,-0.011279646680820599,0.0028196813760044126,-0.0026171380329252925,-0.002608582235555046,-0.003698042669204038,-0.024541062801932467,0.009492515516611899,-0.0025454545454545174,0.006367938306946375,-0.00223862536302033,-0.005582589485625622,-0.027193988027003013,-0.04197825677119338,0.005838745653742539,-0.06095644364616082,0.01148380305277752,0.0025620496397116277
2021-12-10,0.02801329055911994,0.03458905733752782,0.0032585083272991255,-0.011247567046178797,0.01303950513144958,0.0016929067208397708,-0.0015038577219823601,0.0024587082637659297,0.002179080824088908,-0.0024713682941530646,0.025884068538096994,0.015673981191222763,-0.00021223697774541694,0.028339837886520503,0.0010801963993452013,-0.009576910462446575,0.013957735455257136,0.013179916317991758,0.009508491413974252,0.006388755789809908
2021-12-13,-0.020674282529952515,0.005882802353120775,-0.03428365211115125,-0.015356072747543692,0.006175623633903449,-0.020787561264154153,-0.014930259969877513,-0.014695797002057365,-0.01166238387033014,0.017886277116441862,0.026297085998578495,-0.013174439871970756,0.014374526156178957,-0.009166812635020838,-0.011607755942844133,-0.06745479833101531,0.01421587546635772,-0.04977237642940724,-0.011152764761012124,-0.0219012855102364
2021-12-14,-0.008023216114714904,-0.06598815129879987,0.013452914798206095,-0.0028071416987335285,0.017309747939726172,0.002934069727304145,-0.00884132154490469,-0.013162902490288175,-0.005999999999999894,0.010923122588305079,0.0006925207756232066,-0.013784715183458363,-0.002242219498340803,-0.03258691809074843,-0.010867407701468768,0.0062497780618586685,0.0036785691634426687,-0.00817458428617246,-0.004928442801630295,-0.0014603277624534172
2021-12-15,0.028509149314518423,0.025160199069707012,0.0803834808259587,0.024977600884728224,-0.0015252686167508411,-0.005678884873515755,0.00871898054996656,0.017608594439464387,0.01951710261569417,0.004991485113629679,0.004498269896193952,0.017031272940831066,0.02373104812129201,0.019217883900834565,0.011789494807605383,0.07488442672124784,0.003854660347551331,0.01823663811540821,0.01109629488522712,-0.004387390315242046
2021-12-16,-0.0392638036809817,-0.10191486998873611,-0.05365187713310593,-0.025641173585667754,0.018976169461606407,0.009345794392523255,-0.01097074468085113,-0.01363006261907529,0.003157686994276654,0.010926726656538488,0.010161901481226199,0.01896925075790379,-0.01978575191711074,-0.029134917077543676,-0.023105910353034553,-0.06802587084277212,0.014163414327080348,-0.0502771544790418,0.009702793085582417,0.0016321201240410144
2021-12-17,-0.006501799605247882,-0.016693458637319192,-0.0064195037507212005,0.006789205961947209,-0.021687710297498053,-0.026063100137174278,6.722689075622235e-05,-0.01883069680501237,-0.004131418453669156,-0.027628460782613717,-0.015686274509803977,-0.010228947070157535,-0.003314422215586643,-0.0033856571252691703,-0.007325821405610111,-0.020643252192905304,-0.022655328657439022,0.006095455918526005,-0.011615431263703013,-0.02183477269023948
2021-12-20,-0.008122005375715724,-0.012341908594423745,-0.014156079854809378,-0.017283514932286415,-0.013791459510999138,0.00044014084507049134,-0.015393923097606788,-0.0008325983418592253,-0.020150138285262686,-0.002853236640313783,-0.0032911830937120135,-0.035183647762732306,-0.0249857694957909,-0.012013588634959826,0.01194757384146028,-0.0029495341894175686,0.002540327702273526,-0.03498933055963627,-0.014819709269397685,-0.01449275362318847
