Date,Open,High,Low,Close,Adjusted Close,Volume,Dividend Amount,Split Coefficient,Company
2023-06-21,337.3,341.35,336.37,338.61,338.61,4507761,0.0,1.0,BRK.B
2023-06-22,338.84,338.85,335.66,336.96,336.96,3304552,0.0,1.0,BRK.B
2023-06-23,335.1,337.47,334.19,335.25,335.25,4453846,0.0,1.0,BRK.B
2023-06-26,335.17,335.825,331.84,334.12,334.12,3221884,0.0,1.0,BRK.B
2023-06-27,334.39,336.73,334.37,335.34,335.34,2626698,0.0,1.0,BRK.B
2023-06-28,336.05,336.4,332.61,334.15,334.15,3216531,0.0,1.0,BRK.B
2023-06-29,334.26,337.01,334.14,336.91,336.91,2499138,0.0,1.0,BRK.B
2023-06-30,338.78,342.5,338.4,341.0,341.0,4522066,0.0,1.0,BRK.B
2023-07-03,340.75,342.08,338.41,342.0,342.0,2047440,0.0,1.0,BRK.B
2023-07-05,340.05,341.89,338.7,341.56,341.56,2875644,0.0,1.0,BRK.B
2023-07-06,339.75,341.8,338.91,341.46,341.46,2550399,0.0,1.0,BRK.B
2023-07-07,340.52,344.07,340.385,340.9,340.9,2942066,0.0,1.0,BRK.B
2023-07-10,340.48,343.48,339.865,341.13,341.13,2966941,0.0,1.0,BRK.B
2023-07-11,341.23,343.84,340.925,343.37,343.37,2755374,0.0,1.0,BRK.B
2023-07-12,345.29,346.44,344.31,345.35,345.35,2899407,0.0,1.0,BRK.B
2023-07-13,345.6,346.205,343.45,343.54,343.54,2833854,0.0,1.0,BRK.B
2023-07-14,344.99,345.0,340.51,341.09,341.09,2675172,0.0,1.0,BRK.B
2023-07-17,341.09,345.72,341.09,344.25,344.25,2361019,0.0,1.0,BRK.B
2023-07-18,344.05,347.25,343.54,345.34,345.34,2569008,0.0,1.0,BRK.B
2023-07-19,344.21,345.38,341.99,342.43,342.43,3037697,0.0,1.0,BRK.B
2023-07-20,343.09,346.79,342.85,346.61,346.61,3147635,0.0,1.0,BRK.B
2023-07-21,346.755,347.62,345.1,345.76,345.76,3302140,0.0,1.0,BRK.B
2023-07-24,346.77,351.19,346.28,349.63,349.63,3270037,0.0,1.0,BRK.B
2023-07-25,349.32,349.66,345.54,347.58,347.58,3016291,0.0,1.0,BRK.B
2023-07-26,347.56,351.09,347.52,349.8,349.8,2684530,0.0,1.0,BRK.B
2023-07-27,350.69,351.27,348.6,349.31,349.31,2712061,0.0,1.0,BRK.B
2023-07-28,349.93,351.0,348.32,349.81,349.81,2473823,0.0,1.0,BRK.B
2023-07-31,350.73,352.33,350.21,351.96,351.96,2622162,0.0,1.0,BRK.B
2023-08-01,352.03,353.42,351.25,352.26,352.26,2296703,0.0,1.0,BRK.B
2023-08-02,351.45,352.889,349.69,351.19,351.19,3088573,0.0,1.0,BRK.B
2023-08-03,350.29,354.47,349.415,353.81,353.81,2943675,0.0,1.0,BRK.B
2023-08-04,353.99,355.11,349.39,349.99,349.99,2843922,0.0,1.0,BRK.B
2023-08-07,355.73,364.63,355.15,362.58,362.58,5385741,0.0,1.0,BRK.B
2023-08-08,359.42,364.25,358.85,363.73,363.73,3430319,0.0,1.0,BRK.B
2023-08-09,364.2,364.43,356.06,358.02,358.02,4425837,0.0,1.0,BRK.B
2023-08-10,359.36,362.35,355.92,356.98,356.98,3099505,0.0,1.0,BRK.B
2023-08-11,356.26,359.2512,353.2,358.35,358.35,2476339,0.0,1.0,BRK.B
2023-08-14,358.25,358.95,356.81,358.48,358.48,1991973,0.0,1.0,BRK.B
2023-08-15,357.0,357.92,353.67,354.5,354.5,2866087,0.0,1.0,BRK.B
2023-08-16,354.6,358.7203,353.38,354.11,354.11,2196921,0.0,1.0,BRK.B
2023-08-17,354.01,356.3,351.88,353.19,353.19,2851173,0.0,1.0,BRK.B
2023-08-18,351.47,354.3,351.25,352.56,352.56,2870910,0.0,1.0,BRK.B
2023-08-21,354.09,354.18,349.61,352.09,352.09,2543100,0.0,1.0,BRK.B
2023-08-22,353.01,353.4999,349.6601,350.57,350.57,2366926,0.0,1.0,BRK.B
2023-08-23,351.63,354.32,351.54,354.26,354.26,2241066,0.0,1.0,BRK.B
2023-08-24,354.35,357.2276,354.13,354.3,354.3,2526601,0.0,1.0,BRK.B
2023-08-25,354.99,357.35,352.92,355.93,355.93,2137549,0.0,1.0,BRK.B
2023-08-28,357.89,358.41,354.53,355.55,355.55,1729035,0.0,1.0,BRK.B
2023-08-29,355.04,358.59,354.01,358.29,358.29,2286942,0.0,1.0,BRK.B
2023-08-30,358.63,362.68,358.6,361.06,361.06,3063438,0.0,1.0,BRK.B
2023-08-31,362.18,362.47,359.25,360.2,360.2,2845092,0.0,1.0,BRK.B
2023-09-01,361.9999,363.39,360.6,362.46,362.46,2638297,0.0,1.0,BRK.B
2023-09-05,363.88,366.47,360.0,360.47,360.47,2977246,0.0,1.0,BRK.B
2023-09-06,360.02,362.8,359.257,361.67,361.67,2656676,0.0,1.0,BRK.B
2023-09-07,360.96,363.3,360.87,361.8,361.8,3264576,0.0,1.0,BRK.B
2023-09-08,362.52,364.83,361.77,363.15,363.15,3022938,0.0,1.0,BRK.B
2023-09-11,364.87,366.61,364.51,365.52,365.52,2926680,0.0,1.0,BRK.B
2023-09-12,365.65,370.43,365.47,367.78,367.78,2901774,0.0,1.0,BRK.B
2023-09-13,369.33,370.84,365.97,367.82,367.82,3265928,0.0,1.0,BRK.B
2023-09-14,370.1,370.22,368.26,369.5,369.5,3677865,0.0,1.0,BRK.B
2023-09-15,368.52,370.2,367.52,367.86,367.86,11615119,0.0,1.0,BRK.B
2023-09-18,369.33,371.33,367.785,370.43,370.43,3131548,0.0,1.0,BRK.B
2023-09-19,371.64,373.34,368.46,370.48,370.48,2606955,0.0,1.0,BRK.B
2023-09-20,371.33,371.3427,366.73,366.82,366.82,2272080,0.0,1.0,BRK.B
2023-09-21,366.56,367.2,362.94,363.28,363.28,3179013,0.0,1.0,BRK.B
2023-09-22,362.78,363.42,359.76,360.16,360.16,3970107,0.0,1.0,BRK.B
2023-09-25,359.01,361.89,357.27,361.71,361.71,2561880,0.0,1.0,BRK.B
2023-09-26,359.8,360.79,357.95,359.42,359.42,3070751,0.0,1.0,BRK.B
2023-09-27,360.01,360.52,354.27,357.78,357.78,3537042,0.0,1.0,BRK.B
2023-09-28,357.8,359.47,356.67,357.06,357.06,2734400,0.0,1.0,BRK.B
2023-09-29,357.3,357.5,348.55,350.3,350.3,4935674,0.0,1.0,BRK.B
2023-10-02,349.64,350.0,345.41,348.08,348.08,3529125,0.0,1.0,BRK.B
2023-10-03,347.39,348.2441,342.13,343.04,343.04,3153221,0.0,1.0,BRK.B
2023-10-04,342.92,344.01,339.51,343.69,343.69,3245444,0.0,1.0,BRK.B
2023-10-05,343.7,345.94,342.37,345.06,345.06,3029114,0.0,1.0,BRK.B
2023-10-06,344.1,348.76,341.86,346.34,346.34,3176158,0.0,1.0,BRK.B
2023-10-09,344.24,345.9,342.83,345.45,345.45,2763106,0.0,1.0,BRK.B
2023-10-10,347.0,349.51,345.5,348.56,348.56,2859909,0.0,1.0,BRK.B
2023-10-11,349.38,349.6,344.92,348.43,348.43,2621414,0.0,1.0,BRK.B
2023-10-12,348.21,348.66,343.02,345.66,345.66,2678343,0.0,1.0,BRK.B
2023-10-13,346.0,348.44,343.88,345.09,345.09,2805970,0.0,1.0,BRK.B
2023-10-16,348.0,349.94,345.83,346.23,346.23,3120530,0.0,1.0,BRK.B
2023-10-17,346.18,348.4091,344.15,345.39,345.39,2999308,0.0,1.0,BRK.B
2023-10-18,344.72,344.83,339.96,340.89,340.89,2978004,0.0,1.0,BRK.B
2023-10-19,340.31,342.69,338.45,338.66,338.66,2745685,0.0,1.0,BRK.B
2023-10-20,338.15,340.0,334.35,335.86,335.86,3472804,0.0,1.0,BRK.B
2023-10-23,334.07,338.88,333.49,336.84,336.84,2795170,0.0,1.0,BRK.B
2023-10-24,338.18,339.85,337.77,338.63,338.63,2356386,0.0,1.0,BRK.B
2023-10-25,338.59,339.62,336.55,336.9,336.9,2624711,0.0,1.0,BRK.B
2023-10-26,337.07,338.315,335.46,336.16,336.16,2687088,0.0,1.0,BRK.B
2023-10-27,336.12,336.19,330.58,331.71,331.71,3609115,0.0,1.0,BRK.B
2023-10-30,332.96,338.36,332.175,337.41,337.41,2635839,0.0,1.0,BRK.B
2023-10-31,337.95,341.49,337.5,341.33,341.33,3067894,0.0,1.0,BRK.B
2023-11-01,341.21,345.33,340.58,343.75,343.75,2790593,0.0,1.0,BRK.B
2023-11-02,346.39,349.385,344.5,349.02,349.02,3437737,0.0,1.0,BRK.B
2023-11-03,350.17,354.35,349.79,351.81,351.81,4410901,0.0,1.0,BRK.B
2023-11-06,354.03,354.03,344.06,346.63,346.63,5489338,0.0,1.0,BRK.B
2023-11-07,346.81,346.95,344.295,346.17,346.17,3063822,0.0,1.0,BRK.B
2023-11-08,346.85,348.0,344.6871,346.3,346.3,2604356,0.0,1.0,BRK.B
2023-11-09,347.64,350.11,346.8816,348.18,348.18,3054272,0.0,1.0,BRK.B
2023-11-10,349.6,351.2,348.6,350.56,350.56,3702339,0.0,1.0,BRK.B
2023-11-13,350.09,350.6475,348.81,350.01,350.01,2196921,0.0,1.0,BRK.B
2023-11-14,352.52,355.95,351.25,354.25,354.25,3388316,0.0,1.0,BRK.B
2023-11-15,355.02,357.31,354.4822,356.79,356.79,3577350,0.0,1.0,BRK.B
2023-11-16,357.79,360.0,357.23,359.86,359.86,2830358,0.0,1.0,BRK.B
2023-11-17,360.47,360.56,358.07,358.93,358.93,3260955,0.0,1.0,BRK.B
2023-11-20,359.35,362.61,358.18,361.33,361.33,3219051,0.0,1.0,BRK.B
2023-11-21,360.58,363.03,360.25,361.0,361.0,2919342,0.0,1.0,BRK.B
2023-11-22,361.76,362.46,360.05,361.8,361.8,2110602,0.0,1.0,BRK.B
2023-11-24,362.51,363.1919,361.24,362.68,362.68,1281978,0.0,1.0,BRK.B
2023-11-27,362.64,362.64,359.58,361.34,361.34,2583674,0.0,1.0,BRK.B
2023-11-28,361.55,362.12,359.21,360.05,360.05,2958540,0.0,1.0,BRK.B
2023-11-29,360.95,361.52,358.3001,358.69,358.69,3141450,0.0,1.0,BRK.B
2023-11-30,359.45,360.43,358.42,360.0,360.0,4607404,0.0,1.0,BRK.B
2023-12-01,359.94,360.24,355.3,357.07,357.07,4706958,0.0,1.0,BRK.B
2023-12-04,355.91,357.83,353.79,356.66,356.66,3054245,0.0,1.0,BRK.B
2023-12-05,355.23,356.6,352.29,355.03,355.03,3281046,0.0,1.0,BRK.B
2023-12-06,356.15,357.45,351.89,352.38,352.38,2997195,0.0,1.0,BRK.B
2023-12-07,352.0,353.02,350.85,352.7,352.7,2833348,0.0,1.0,BRK.B
2023-12-08,353.0,353.67,351.02,353.08,353.08,3289270,0.0,1.0,BRK.B
2023-12-11,355.0,357.49,354.21,357.06,357.06,3111595,0.0,1.0,BRK.B
2023-12-12,357.9,360.405,356.76,360.02,360.02,3193023,0.0,1.0,BRK.B
2023-12-13,360.19,362.15,359.0433,362.03,362.03,3161868,0.0,1.0,BRK.B
2023-12-14,364.05,364.05,356.38,358.12,358.12,5516384,0.0,1.0,BRK.B
2023-12-15,357.63,358.0,354.2,356.5,356.5,8579201,0.0,1.0,BRK.B
2023-12-18,357.42,361.14,357.0,359.65,359.65,4527792,0.0,1.0,BRK.B
2023-12-19,360.15,362.55,359.09,361.8,361.8,2819491,0.0,1.0,BRK.B
2023-12-20,361.52,361.66,355.12,355.35,355.35,3930397,0.0,1.0,BRK.B
2023-12-21,356.02,357.2,353.63,356.14,356.14,2852723,0.0,1.0,BRK.B
2023-12-22,356.5,358.26,355.4063,356.47,356.47,2333775,0.0,1.0,BRK.B
2023-12-26,356.9,357.77,356.08,356.83,356.83,1965105,0.0,1.0,BRK.B
2023-12-27,355.93,357.08,355.5,356.95,356.95,2457831,0.0,1.0,BRK.B
2023-12-28,357.48,358.68,356.725,357.57,357.57,2742792,0.0,1.0,BRK.B
2023-12-29,357.56,357.86,355.31,356.66,356.66,3270014,0.0,1.0,BRK.B
2024-01-02,356.32,362.57,355.94,362.46,362.46,4740903,0.0,1.0,BRK.B
2024-01-03,362.08,367.85,361.071,366.75,366.75,4322822,0.0,1.0,BRK.B
2024-01-04,367.41,369.37,363.41,363.68,363.68,4144302,0.0,1.0,BRK.B
2024-01-05,364.83,366.3008,364.19,365.59,365.59,2990978,0.0,1.0,BRK.B
2024-01-08,366.01,368.3,364.2,368.18,368.18,3454065,0.0,1.0,BRK.B
2024-01-09,368.0,368.0,364.77,366.9,366.9,2999607,0.0,1.0,BRK.B
2024-01-10,366.26,368.83,365.75,367.92,367.92,2448737,0.0,1.0,BRK.B
2024-01-11,367.81,367.89,362.13,363.34,363.34,3579713,0.0,1.0,BRK.B
2024-01-12,366.51,366.85,362.5672,363.62,363.62,2623907,0.0,1.0,BRK.B
2024-01-16,362.94,363.6,359.89,361.1,361.1,3047780,0.0,1.0,BRK.B
2024-01-17,359.01,362.53,357.98,359.29,359.29,2551707,0.0,1.0,BRK.B
2024-01-18,359.25,362.64,358.3,362.38,362.38,3008442,0.0,1.0,BRK.B
2024-01-19,362.25,368.31,361.02,366.99,366.99,4092548,0.0,1.0,BRK.B
2024-01-22,368.05,369.27,366.53,368.06,368.06,3558313,0.0,1.0,BRK.B
2024-01-23,368.02,372.42,367.705,372.14,372.14,2900467,0.0,1.0,BRK.B
2024-01-24,372.53,377.79,372.03,376.59,376.59,4252355,0.0,1.0,BRK.B
2024-01-25,379.24,380.99,377.89,380.85,380.85,4059189,0.0,1.0,BRK.B
2024-01-26,381.05,385.73,380.0,385.4,385.4,3624361,0.0,1.0,BRK.B
2024-01-29,385.49,385.7,379.17,383.18,383.18,3799251,0.0,1.0,BRK.B
2024-01-30,383.24,387.64,380.08,387.15,387.15,3094226,0.0,1.0,BRK.B
2024-01-31,386.53,387.92,383.55,383.74,383.74,3857684,0.0,1.0,BRK.B
2024-02-01,384.0,386.55,381.475,386.44,386.44,2949959,0.0,1.0,BRK.B
2024-02-02,386.68,392.07,386.44,390.75,390.75,3808499,0.0,1.0,BRK.B
2024-02-05,389.95,393.37,389.285,390.76,390.76,3653265,0.0,1.0,BRK.B
2024-02-06,390.29,393.93,390.0,393.74,393.74,2574602,0.0,1.0,BRK.B
2024-02-07,394.6,399.15,394.36,397.66,397.66,3429024,0.0,1.0,BRK.B
2024-02-08,397.22,398.65,394.85,397.49,397.49,3359311,0.0,1.0,BRK.B
2024-02-09,397.31,398.36,395.82,398.36,398.36,2510146,0.0,1.0,BRK.B
2024-02-12,398.65,399.48,396.19,397.71,397.71,2820408,0.0,1.0,BRK.B
2024-02-13,397.18,399.705,392.1,394.8,394.8,3459672,0.0,1.0,BRK.B
2024-02-14,395.15,398.86,393.5477,398.68,398.68,2670953,0.0,1.0,BRK.B
2024-02-15,399.14,404.2699,398.3,403.45,403.45,3076698,0.0,1.0,BRK.B
2024-02-16,404.44,406.74,402.59,405.99,405.99,3533386,0.0,1.0,BRK.B
2024-02-20,406.47,411.11,406.06,407.15,407.15,3534163,0.0,1.0,BRK.B
2024-02-21,408.26,409.48,406.7,409.25,409.25,2720475,0.0,1.0,BRK.B
2024-02-22,411.3,416.26,411.0,415.16,415.16,3697494,0.0,1.0,BRK.B
2024-02-23,417.68,420.56,416.52,417.22,417.22,4025164,0.0,1.0,BRK.B
2024-02-26,422.0,430.0,408.8468,409.14,409.14,7446190,0.0,1.0,BRK.B
2024-02-27,409.21,409.9625,401.71,408.91,408.91,4610892,0.0,1.0,BRK.B
2024-02-28,408.5,414.665,407.7126,412.14,412.14,4069203,0.0,1.0,BRK.B
2024-02-29,413.1,413.79,408.38,409.4,409.4,4849104,0.0,1.0,BRK.B
2024-03-01,409.48,410.39,405.45,407.11,407.11,3284244,0.0,1.0,BRK.B
2024-03-04,405.0,405.95,401.43,403.39,403.39,4183800,0.0,1.0,BRK.B
2024-03-05,402.55,403.3279,398.78,400.74,400.74,4714395,0.0,1.0,BRK.B
2024-03-06,402.18,407.44,401.695,403.96,403.96,3842562,0.0,1.0,BRK.B
2024-03-07,406.11,406.4,399.5699,402.39,402.39,4187608,0.0,1.0,BRK.B
2024-03-08,401.08,403.36,400.01,403.15,403.15,3417859,0.0,1.0,BRK.B
2024-03-11,403.3,405.01,402.74,404.76,404.76,2375985,0.0,1.0,BRK.B
2024-03-12,406.78,407.2,404.1,404.98,404.98,2594738,0.0,1.0,BRK.B
2024-03-13,405.3,409.0,404.15,408.13,408.13,3576904,0.0,1.0,BRK.B
2024-03-14,409.08,409.08,403.34,406.73,406.73,3719807,0.0,1.0,BRK.B
2024-03-15,404.27,408.46,402.5,408.13,408.13,7557843,0.0,1.0,BRK.B
2024-03-18,408.7,410.5999,406.0,408.41,408.41,3778561,0.0,1.0,BRK.B
2024-03-19,409.08,412.19,408.09,411.76,411.76,2804025,0.0,1.0,BRK.B
2024-03-20,412.02,416.31,411.55,416.11,416.11,2935528,0.0,1.0,BRK.B
2024-03-21,416.7,417.825,413.51,413.78,413.78,3402874,0.0,1.0,BRK.B
2024-03-22,413.0,414.35,411.4,411.6,411.6,3000546,0.0,1.0,BRK.B
2024-03-25,410.67,411.065,408.9244,409.92,409.92,2808910,0.0,1.0,BRK.B
2024-03-26,410.0,412.66,408.6001,411.57,411.57,2936406,0.0,1.0,BRK.B
2024-03-27,413.65,417.21,413.4,416.93,416.93,2929158,0.0,1.0,BRK.B
2024-03-28,417.8,421.44,415.85,420.52,420.52,4378770,0.0,1.0,BRK.B
2024-04-01,421.49,421.66,417.81,420.2,420.2,2511697,0.0,1.0,BRK.B
2024-04-02,419.75,421.01,418.085,418.92,418.92,2746364,0.0,1.0,BRK.B
2024-04-03,419.0,421.9099,418.52,420.24,420.24,2709327,0.0,1.0,BRK.B
2024-04-04,423.84,424.52,414.55,415.32,415.32,3745938,0.0,1.0,BRK.B
2024-04-05,416.56,419.27,415.41,418.62,418.62,2731160,0.0,1.0,BRK.B
2024-04-08,418.32,418.57,415.625,415.97,415.97,2420950,0.0,1.0,BRK.B
2024-04-09,416.58,417.32,412.12,414.69,414.69,2199528,0.0,1.0,BRK.B
2024-04-10,412.74,413.56,407.53,409.11,409.11,3125230,0.0,1.0,BRK.B
2024-04-11,408.4,411.1499,404.0531,407.61,407.61,2891952,0.0,1.0,BRK.B
2024-04-12,405.0,407.21,401.44,403.26,403.26,3469707,0.0,1.0,BRK.B
2024-04-15,406.99,409.0554,399.86,400.26,400.26,3004477,0.0,1.0,BRK.B
2024-04-16,400.97,401.25,396.5,396.92,396.92,3438078,0.0,1.0,BRK.B
2024-04-17,398.94,399.28,395.661,397.74,397.74,2466391,0.0,1.0,BRK.B
2024-04-18,399.7,402.99,399.1,399.89,399.89,2672415,0.0,1.0,BRK.B
2024-04-19,401.04,405.57,400.17,405.08,405.08,3999913,0.0,1.0,BRK.B
2024-04-22,406.84,411.35,406.25,408.78,408.78,2981614,0.0,1.0,BRK.B
2024-04-23,410.25,410.72,405.64,408.74,408.74,2288595,0.0,1.0,BRK.B
2024-04-24,407.1,407.62,403.88,405.95,405.95,2508495,0.0,1.0,BRK.B
2024-04-25,404.85,406.14,400.35,404.91,404.91,2676009,0.0,1.0,BRK.B
2024-04-26,403.92,404.75,401.41,402.1,402.1,3025406,0.0,1.0,BRK.B
2024-04-29,402.66,404.87,400.08,400.96,400.96,2365421,0.0,1.0,BRK.B
2024-04-30,400.58,400.6,396.37,396.73,396.73,3074765,0.0,1.0,BRK.B
2024-05-01,396.61,402.32,396.35,398.58,398.58,2606198,0.0,1.0,BRK.B
2024-05-02,401.0,401.56,397.88,400.6,400.6,2679740,0.0,1.0,BRK.B
2024-05-03,404.5,404.5,399.21,400.87,400.87,4130994,0.0,1.0,BRK.B
2024-05-06,403.96,405.15,399.26,404.92,404.92,3920908,0.0,1.0,BRK.B
2024-05-07,406.93,407.26,403.6105,406.14,406.14,3085702,0.0,1.0,BRK.B
2024-05-08,406.47,407.229,403.75,406.37,406.37,2399639,0.0,1.0,BRK.B
2024-05-09,406.25,408.87,405.46,408.82,408.82,2358862,0.0,1.0,BRK.B
2024-05-10,409.85,412.38,409.2,412.05,412.05,3087837,0.0,1.0,BRK.B
2024-05-13,414.06,414.2996,410.19,411.22,411.22,2711154,0.0,1.0,BRK.B
2024-05-14,410.45,411.5592,408.17,410.24,410.24,2674407,0.0,1.0,BRK.B
2024-05-15,410.51,413.4,410.1,412.76,412.76,2857594,0.0,1.0,BRK.B
2024-05-16,413.8,416.34,412.91,413.12,413.12,3550693,0.0,1.0,BRK.B
2024-05-17,413.98,417.33,413.7,416.94,416.94,2990028,0.0,1.0,BRK.B
2024-05-20,417.04,417.28,412.615,413.0,413.0,3292715,0.0,1.0,BRK.B
2024-05-21,413.59,415.7,412.56,414.37,414.37,2740759,0.0,1.0,BRK.B
2024-05-22,414.95,417.26,412.96,413.99,413.99,2673507,0.0,1.0,BRK.B
2024-05-23,413.25,413.25,404.87,405.88,405.88,3398121,0.0,1.0,BRK.B
2024-05-24,406.9,407.9599,405.5,407.41,407.41,2068921,0.0,1.0,BRK.B
2024-05-28,408.24,408.24,401.87,403.9,403.9,3321863,0.0,1.0,BRK.B
2024-05-29,403.0,405.87,401.58,404.09,404.09,3428787,0.0,1.0,BRK.B
2024-05-30,403.77,409.04,402.7701,408.61,408.61,2907090,0.0,1.0,BRK.B
2024-05-31,408.09,415.4,406.88,414.4,414.4,5197520,0.0,1.0,BRK.B
2024-06-03,414.89,416.72,408.78,414.79,414.79,4905810,0.0,1.0,BRK.B
2024-06-04,414.85,415.89,406.4401,409.53,409.53,4157980,0.0,1.0,BRK.B
2024-06-05,410.1,410.275,405.77,409.85,409.85,2643906,0.0,1.0,BRK.B
2024-06-06,410.42,411.24,407.38,411.08,411.08,3447914,0.0,1.0,BRK.B
2024-06-07,411.28,415.88,409.8451,413.72,413.72,2943072,0.0,1.0,BRK.B
2024-06-10,413.34,413.94,409.27,410.81,410.81,2668443,0.0,1.0,BRK.B
2024-06-11,408.88,408.91,406.11,408.5,408.5,3610600,0.0,1.0,BRK.B
2024-06-12,411.09,411.891,407.16,408.77,408.77,3554031,0.0,1.0,BRK.B
2024-06-13,407.63,408.0,403.5711,405.92,405.92,4566105,0.0,1.0,BRK.B
2024-06-14,404.9,406.34,403.33,405.54,405.54,2772449,0.0,1.0,BRK.B
2024-06-17,405.18,407.815,403.5501,407.32,407.32,3408255,0.0,1.0,BRK.B
2024-06-18,406.745,408.5,405.28,407.95,407.95,4006848,0.0,1.0,BRK.B
2024-06-20,407.25,411.0,404.05,409.15,409.15,4845563,0.0,1.0,BRK.B
2024-06-21,409.82,410.4673,407.68,409.62,409.62,9012935,0.0,1.0,BRK.B
2024-06-24,410.7,417.0,410.0,413.98,413.98,4935716,0.0,1.0,BRK.B
2024-06-25,414.0,414.25,409.62,410.97,410.97,3883522,0.0,1.0,BRK.B
2024-06-26,410.02,410.68,407.25,410.26,410.26,3335507,0.0,1.0,BRK.B
2024-06-27,410.26,410.26,406.34,407.95,407.95,3220281,0.0,1.0,BRK.B
2024-06-28,408.25,410.05,405.79,406.8,406.8,6820908,0.0,1.0,BRK.B
2024-07-01,408.09,409.67,403.82,405.19,405.19,2976899,0.0,1.0,BRK.B
2024-07-02,404.02,407.39,403.92,407.1,407.1,3221572,0.0,1.0,BRK.B
2024-07-03,407.16,407.16,404.22,405.77,405.77,1970259,0.0,1.0,BRK.B
2024-07-05,406.24,411.4,405.03,411.17,411.17,5153464,0.0,1.0,BRK.B
2024-07-08,411.27,413.7855,408.0,409.08,409.08,3559529,0.0,1.0,BRK.B
2024-07-09,409.42,413.71,408.64,410.52,410.52,2990262,0.0,1.0,BRK.B
2024-07-10,410.81,413.96,409.4,413.79,413.79,3791805,0.0,1.0,BRK.B
2024-07-11,413.99,419.2,412.0,418.78,418.78,4073570,0.0,1.0,BRK.B
2024-07-12,420.23,427.45,419.7,424.44,424.44,4834635,0.0,1.0,BRK.B
2024-07-15,425.59,434.71,425.3,434.42,434.42,4594912,0.0,1.0,BRK.B
2024-07-16,437.4,439.0516,434.0201,438.9,438.9,4293707,0.0,1.0,BRK.B
2024-07-17,437.85,446.15,437.84,445.61,445.61,4776601,0.0,1.0,BRK.B
2024-07-18,445.62,449.25,439.57,441.82,441.82,4638333,0.0,1.0,BRK.B
2024-07-19,442.67,442.8,433.35,434.47,434.47,4158849,0.0,1.0,BRK.B
2024-07-22,435.05,438.11,432.12,435.98,435.98,2995689,0.0,1.0,BRK.B
2024-07-23,437.34,437.92,433.47,434.01,434.01,2393018,0.0,1.0,BRK.B
2024-07-24,433.99,435.41,430.73,432.8,432.8,3143717,0.0,1.0,BRK.B
2024-07-25,431.6,439.625,431.6,433.29,433.29,3334269,0.0,1.0,BRK.B
2024-07-26,435.66,439.0,434.1,437.66,437.66,2717621,0.0,1.0,BRK.B
2024-07-29,438.01,439.44,435.49,438.31,438.31,2619986,0.0,1.0,BRK.B
2024-07-30,439.51,443.8905,439.14,441.26,441.26,3736411,0.0,1.0,BRK.B
2024-07-31,439.85,440.85,437.74,438.5,438.5,3798765,0.0,1.0,BRK.B
2024-08-01,439.67,440.61,430.95,431.81,431.81,3892292,0.0,1.0,BRK.B
2024-08-02,429.77,436.25,423.4901,428.36,428.36,4251527,0.0,1.0,BRK.B
2024-08-05,413.43,417.82,406.11,413.72,413.72,7695125,0.0,1.0,BRK.B
2024-08-06,416.41,427.46,415.1,422.14,422.14,5138707,0.0,1.0,BRK.B
2024-08-07,426.07,433.17,425.6,427.02,427.02,4745587,0.0,1.0,BRK.B
2024-08-08,429.24,432.2599,427.6,431.54,431.54,3149984,0.0,1.0,BRK.B
2024-08-09,431.92,434.75,430.21,431.67,431.67,2602645,0.0,1.0,BRK.B
2024-08-12,434.16,434.16,429.01,430.39,430.39,2376042,0.0,1.0,BRK.B
2024-08-13,431.83,432.81,425.9,432.41,432.41,3471965,0.0,1.0,BRK.B
2024-08-14,433.0,438.98,431.71,438.47,438.47,2860174,0.0,1.0,BRK.B
2024-08-15,441.8,442.59,438.72,440.84,440.84,3226437,0.0,1.0,BRK.B
2024-08-16,441.55,445.204,440.4545,444.51,444.51,3344974,0.0,1.0,BRK.B
2024-08-19,446.01,450.45,445.73,448.77,448.77,3385343,0.0,1.0,BRK.B
2024-08-20,449.3,450.5,446.38,448.36,448.36,2906497,0.0,1.0,BRK.B
2024-08-21,449.84,451.28,443.84,446.6,446.6,3028530,0.0,1.0,BRK.B
2024-08-22,446.3,449.6,444.65,449.03,449.03,3502793,0.0,1.0,BRK.B
2024-08-23,450.0,453.72,448.81,453.38,453.38,2805379,0.0,1.0,BRK.B
2024-08-26,455.305,459.2699,453.34,454.49,454.49,3578262,0.0,1.0,BRK.B
2024-08-27,455.94,462.1,454.62,460.63,460.63,3764691,0.0,1.0,BRK.B
2024-08-28,461.17,466.6,460.78,464.59,464.59,4838124,0.0,1.0,BRK.B
2024-08-29,467.11,469.85,463.0,468.37,468.37,4459412,0.0,1.0,BRK.B
2024-08-30,470.52,476.95,470.0,475.92,475.92,7465778,0.0,1.0,BRK.B
2024-09-03,475.0,482.89,473.72,476.83,476.83,7511879,0.0,1.0,BRK.B
2024-09-04,478.68,484.82,474.22,478.57,478.57,5218561,0.0,1.0,BRK.B
2024-09-05,479.43,479.43,462.88,464.92,464.92,6213155,0.0,1.0,BRK.B
2024-09-06,463.82,468.17,458.55,459.42,459.42,4400294,0.0,1.0,BRK.B
2024-09-09,463.97,466.0,459.26,459.61,459.61,4571041,0.0,1.0,BRK.B
2024-09-10,461.82,464.32,456.21,458.92,458.92,3544103,0.0,1.0,BRK.B
