Asset,Weight
AAPL,0.0
ADBE,0.0
AMD,0.07187258758548411
AMZN,0.036178964009193335
BRK.B,0.08494864359658363
CVX,0.0
DIS,0.0
GOOGL,0.029758754152210496
INTC,0.0
JNJ,0.027326776548209607
KO,0.0
MA,0.28085384746594266
META,0.0
MSFT,0.14876387660395343
NFLX,0.15427846934881737
NVDA,0.0
PG,0.0
TSLA,0.0
V,0.16601808068960544
XOM,0.0
