Date,Open,High,Low,Close,Adjusted Close,Volume,Dividend Amount,Split Coefficient
2021-12-01,144.85,147.87,144.85,146.4,135.917596327483,8313557,0.0000,1.0
2021-12-02,147.01,148.46,146.94,147.26,136.716019366019,9468906,0.0000,1.0
2021-12-03,148.02,150.0,147.659,149.88,139.148424436907,11200808,0.0000,1.0
2021-12-06,150.19,152.385,150.19,152.15,141.255889899088,11935078,0.0000,1.0
2021-12-07,151.945,152.58,151.27,151.75,140.884530346281,7913393,0.0000,1.0
2021-12-08,151.67,152.66,150.28,152.43,141.515841586053,8329342,0.0000,1.0
2021-12-09,152.31,154.19,151.6,153.32,142.34211659105,8334318,0.0000,1.0
2021-12-10,153.855,155.8,153.43,155.46,144.328890198569,7172321,0.0000,1.0
2021-12-13,155.3,158.33,154.91,157.67,146.38065172783,8944147,0.0000,1.0
2021-12-14,157.9,158.6284,156.66,158.25,146.9191230794,8677544,0.0000,1.0
2021-12-15,157.64,159.64,157.64,158.86,147.485446397431,9152566,0.0000,1.0
2021-12-16,158.73,161.32,158.42,161.11,149.574343881973,10852862,0.0000,1.0
2021-12-17,160.66,161.72,157.31,157.46,146.185687962606,24352824,0.0000,1.0
2021-12-20,156.6,158.46,156.568,157.86,146.557047515413,9202608,0.0000,1.0
2021-12-21,157.65,158.15,156.79,157.76,146.464207627211,6946009,0.0000,1.0
2021-12-22,157.77,159.58,157.27,159.32,147.91250988316,6626414,0.0000,1.0
2021-12-23,159.5,160.92,159.44,160.1,148.636661011134,5640972,0.0000,1.0
2021-12-27,160.67,161.99,160.61,161.97,150.372766920508,4548828,0.0000,1.0
2021-12-28,161.96,163.38,161.94,162.84,151.180473947864,5929835,0.0000,1.0
2021-12-29,163.21,164.98,163.08,164.19,152.433812438589,5346427,0.0000,1.0
2021-12-30,164.4,164.59,162.61,162.77,151.115486026123,5911500,0.0000,1.0
2021-12-31,162.86,163.73,162.46,163.58,151.867489120558,5311503,0.0000,1.0
2022-01-03,161.69,162.94,159.88,162.9,151.236177880785,9317892,0.0000,1.0
2022-01-04,162.29,164.39,162.18,163.47,151.765365243536,9253754,0.0000,1.0
2022-01-05,163.44,165.32,163.4,164.21,152.452380416229,9330245,0.0000,1.0
2022-01-06,164.34,165.2,162.61,162.83,151.171189959044,7555999,0.0000,1.0
