Date,Open,High,Low,Close,Adjusted Close,Volume,Dividend Amount,Split Coefficient
2021-12-01,649.48,654.52,617.07,617.77,617.77,3897019,0.0000,1.0
2021-12-02,617.1,625.36,612.88,616.47,616.47,3331131,0.0000,1.0
2021-12-03,622.75,625.5,594.0,602.13,602.13,4829282,0.0000,1.0
2021-12-06,606.01,617.29,601.0,612.69,612.69,3075672,0.0000,1.0
2021-12-07,619.83,628.89,611.4,625.58,625.58,3125190,0.0000,1.0
2021-12-08,630.0,632.455,623.2,628.08,628.08,2220308,0.0000,1.0
2021-12-09,627.58,630.24,610.44,611.0,611.0,2376321,0.0000,1.0
2021-12-10,616.78,617.74,605.88,611.66,611.66,2748774,0.0000,1.0
2021-12-13,612.0,612.64,599.52,604.56,604.56,2517915,0.0000,1.0
2021-12-14,598.71,602.29,588.13,597.99,597.99,2984536,0.0000,1.0
2021-12-15,598.18,605.69,584.51,605.04,605.04,2866196,0.0000,1.0
2021-12-16,597.09,602.8308,588.0,591.06,591.06,3143217,0.0000,1.0
2021-12-17,591.61,593.25,581.74,586.73,586.73,4433706,0.0000,1.0
2021-12-20,586.43,602.8847,584.26,593.74,593.74,3358404,0.0000,1.0
2021-12-21,597.5434,607.82,593.8611,604.92,604.92,2319390,0.0000,1.0
2021-12-22,603.36,614.82,602.63,614.24,614.24,2335745,0.0000,1.0
2021-12-23,616.4,616.88,607.57,614.09,614.09,1621146,0.0000,1.0
2021-12-27,615.0,615.0,609.25,613.12,613.12,2062233,0.0000,1.0
2021-12-28,614.95,618.41,609.69,610.71,610.71,1884116,0.0000,1.0
2021-12-29,610.71,613.98,604.68,610.54,610.54,1287513,0.0000,1.0
2021-12-30,612.99,620.61,611.2401,612.09,612.09,1625093,0.0000,1.0
2021-12-31,610.01,614.075,602.05,602.44,602.44,1961618,0.0000,1.0
2022-01-03,605.61,609.99,590.56,597.37,597.37,3068808,0.0000,1.0
2022-01-04,599.91,600.4099,581.6,591.15,591.15,4393135,0.0000,1.0
2022-01-05,592.0,592.84,566.88,567.52,567.52,4148749,0.0000,1.0
2022-01-06,554.34,563.36,542.01,553.29,553.29,5711795,0.0000,1.0
2022-01-07,549.46,553.43,538.2175,541.06,541.06,3382873,0.0000,1.0
2022-01-10,538.49,543.69,526.32,539.85,539.85,4486145,0.0000,1.0
2022-01-11,536.99,543.91,530.07,540.84,540.84,3063783,0.0000,1.0
2022-01-12,544.27,544.27,532.02,537.22,537.22,3787372,0.0000,1.0
2022-01-13,537.06,540.79,518.26,519.2,519.2,4475063,0.0000,1.0
2022-01-14,517.6,538.37,511.88,525.69,525.69,7861109,0.0000,1.0
2022-01-18,520.08,521.75,508.68,510.8,510.8,4772067,0.0000,1.0
2022-01-19,515.0,523.21,510.51,515.86,515.86,4226987,0.0000,1.0
