Date,Open,High,Low,Close,Adjusted Close,Volume,Dividend Amount,Split Coefficient
2021-12-01,1160.695,1172.8399,1090.76,1095.0,365.0,22934698,0.0000,1.0
2021-12-02,1099.06,1113.0,1056.65,1084.6,361.533333333333,24371623,0.0000,1.0
2021-12-03,1084.79,1090.5753,1000.21,1014.97,338.323333333333,30773995,0.0000,1.0
2021-12-06,1001.51,1021.64,950.5,1009.01,336.336666666667,27221037,0.0000,1.0
2021-12-07,1044.2,1057.6739,1026.81,1051.75,350.583333333333,18694857,0.0000,1.0
2021-12-08,1052.71,1072.38,1033.0001,1068.96,356.32,13968790,0.0000,1.0
2021-12-09,1060.64,1062.49,1002.36,1003.8,334.6,19812832,0.0000,1.0
2021-12-10,1008.75,1020.9797,982.53,1017.03,339.01,19888122,0.0000,1.0
2021-12-13,1001.09,1005.0,951.42,966.41,322.136666666667,26198502,0.0000,1.0
2021-12-14,945.0,966.41,930.0,958.51,319.503333333333,23602090,0.0000,1.0
2021-12-15,953.21,978.7499,928.2501,975.99,325.33,25056410,0.0000,1.0
2021-12-16,994.5,994.98,921.85,926.92,308.973333333333,27590483,0.0000,1.0
2021-12-17,914.77,960.6599,909.0401,932.57,310.856666666667,33626754,0.0000,1.0
2021-12-20,910.7,921.6884,893.39,899.94,299.98,18826671,0.0000,1.0
2021-12-21,916.87,939.5,886.12,938.53,312.843333333333,23839305,0.0000,1.0
2021-12-22,965.66,1015.6599,957.05,1008.87,336.29,31211362,0.0000,1.0
2021-12-23,1006.8,1072.9767,997.56,1067.0,355.666666666667,30904429,0.0000,1.0
2021-12-27,1073.67,1117.0,1070.7152,1093.94,364.646666666667,23715273,0.0000,1.0
2021-12-28,1109.49,1118.9999,1078.42,1088.47,362.823333333333,20107969,0.0000,1.0
2021-12-29,1098.64,1104.0,1064.14,1086.19,362.063333333333,18718015,0.0000,1.0
2021-12-30,1061.33,1095.55,1053.15,1070.34,356.78,15680313,0.0000,1.0
2021-12-31,1073.4444,1081.9999,1054.59,1056.78,352.26,13466216,0.0000,1.0
2022-01-03,1147.75,1201.07,1136.04,1199.78,399.926666666667,34895349,0.0000,1.0
2022-01-04,1189.55,1208.0,1123.05,1149.59,383.196666666667,33416086,0.0000,1.0
2022-01-05,1146.65,1170.34,1081.0101,1088.12,362.706666666667,26706599,0.0000,1.0
2022-01-06,1077.0,1088.0,1020.5,1064.7,354.9,30112158,0.0000,1.0
